Publisher,Author,Grade Level,Lesson No.,Section Title,Subsection,Label,Conversation ID,Speech type,Turn No.,Speaker,Script,Word Count,Position_A,Function_A,Position_B,Function_B,Consistency,Agreement
Mirae-N,Kim,Common English 2,4,Plan & Present,Step 1 Listen and Answer,E2,SM_C2_L4_PP_S1_01,Dialogue,2,G,"I’ve seen some AI-generated artworks, and they’re really amazing! I don’t see any difference between AI art and human art. I think AI can be just as creative and innovative as human artists. AI can create content much faster than humans can and at a much lower cost. I believe AI will change the future of art in incredible ways!",,,,,,,
Mirae-N,Kim,Common English 2,4,Plan & Present,Step 1 Listen and Answer,E2,SM_C2_L4_PP_S1_01,Dialogue,3,B,"I don’t agree with the idea that AI-generated art is real art. It lacks true creativity and artistic sensitivity, which are essential to real art. AI just copies human works of art based on big data. I don’t think AI will ever take the place of human artists.",,,,,,,
Mirae-N,Kim,Common English 2,4,Wrap Up,A,E2,SM_C2_L4_WU_QA_01,Dialogue,1,G,I haven’t had anything to eat today. Let’s get some food.,,,,,,,
Mirae-N,Kim,Common English 2,4,Wrap Up,A,E2,SM_C2_L4_WU_QA_01,Dialogue,2,B,"Sounds good! I just downloaded this restaurant review app, Tasty Choices, earlier today. Let me open it up.",,,,,,,
Mirae-N,Kim,Common English 2,4,Wrap Up,A,E2,SM_C2_L4_WU_QA_01,Dialogue,3,G,"I have that on my phone, too. It’s convenient and easy to use.",,,,,,,
Mirae-N,Kim,Common English 2,4,Wrap Up,A,E2,SM_C2_L4_WU_QA_01,Dialogue,4,B,That’s great! Can you show me how to use it properly? I’m not that familiar with it yet.,,,,,,,
Mirae-N,Kim,Common English 2,4,Wrap Up,A,E2,SM_C2_L4_WU_QA_01,Dialogue,5,G,"Sure. First, enter your location to search for restaurants near you. Then, you can arrange them in the order of the highest ratings.",,,,,,,
Mirae-N,Kim,Common English 2,4,Wrap Up,A,E2,SM_C2_L4_WU_QA_01,Dialogue,6,B,Got it. Let me see... What do you think about this Vietnamese restaurant? It’s rated 4.5 out of 5.,,,,,,,
Mirae-N,Kim,Common English 2,4,Wrap Up,A,E2,SM_C2_L4_WU_QA_01,Dialogue,7,G,"Well, we should check the operating hours. It’s 3:30 now, so some places might be closed for a break. Press the “Open Now” button.",,,,,,FALSE,
Mirae-N,Kim,Common English 2,4,Wrap Up,A,E2,SM_C2_L4_WU_QA_01,Dialogue,8,B,"Oh, you’re right. It’s closed. Then, how about this Chinese restaurant? It’s open now, and has a 4.4 rating. It’s only a five-minute walk away.",,,,,,,
Mirae-N,Kim,Common English 2,4,Wrap Up,A,E2,SM_C2_L4_WU_QA_01,Dialogue,9,G,Sounds perfect. Let’s go and get some dim sum!,,,,,,,
Visang,Hong,Common English 1,1,Task 1.1 ,1.1,H1,MH_C1_L1_T1_11_01,Dialogue,1,M, Good morning. Have you signed up for the school website?,,,,,,,
Visang,Hong,Common English 1,1,Task 1.1 ,1.1,H1,MH_C1_L1_T1_11_01,Dialogue,2,W, Not yet. Have you?,,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.1,H1,MH_C1_L1_T1_11_01,Dialogue,3,M," Me, neither. Actually, I’ve been having trouble with that.",,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.1,H1,MH_C1_L1_T1_11_01,Dialogue,4,W," Same here. I’ve been trying to register for hours, but there seems to be something wrong.",,UI,T1,UI,T1,match,
Visang,Hong,Common English 1,1,Task 1.1,1.1,H1,MH_C1_L1_T1_11_01,Dialogue,5,M," We need to do it by Monday to access the virtual class, don’t we?",,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.1,H1,MH_C1_L1_T1_11_01,Dialogue,6,W, Yeah. I’m thinking of asking Josh for help.,,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.1,H1,MH_C1_L1_T1_11_01,Dialogue,7,M, Good idea. He should know what to do.,,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.1,H1,MH_C1_L1_T1_11_01,Dialogue,8,W, I’m sure he could help us get started.,,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.1,H1,MH_C1_L1_T1_11_01,Dialogue,9,M," Yeah, let’s ask him for help after school.",,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.2,H1,MH_C1_L1_T1_12_01,Dialogue,1,M, How was your first day of school?,,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.2,H1,MH_C1_L1_T1_12_01,Dialogue,2,W," It was amazing, Dad! The school facilities are even better than I imagined.",,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.2,H1,MH_C1_L1_T1_12_01,Dialogue,3,M," So, what did you explore today?",,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.2,H1,MH_C1_L1_T1_12_01,Dialogue,4,W, The library. It was really cool. There are bean bag chairs to sit in. ,,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.2,H1,MH_C1_L1_T1_12_01,Dialogue,5,M, Wonderful! Did you go anywhere else?,,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.2,H1,MH_C1_L1_T1_12_01,Dialogue,6,W," Yes, I also checked out the science lab and used a robotics kit there. I went to the music room as well. There is a studio where we can mix our own music. ",,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.2,H1,MH_C1_L1_T1_12_01,Dialogue,7,M," Wow, that’s so cool! Did you get a chance to explore the cafeteria or the gym?",,,,,,,
Visang,Hong,Common English 1,1,Task 1.1,1.2,H1,MH_C1_L1_T1_12_01,Dialogue,8,W," Not yet, but I’m thinking of checking out the gym tomorrow. ",,UI,T1,UI,T1,match,
Visang,Hong,Common English 1,1,Task 1.1,1.2,H1,MH_C1_L1_T1_12_01,Dialogue,9,M, I ’m so glad you had a great first day at school.,,,,,,,
Visang,Hong,Common English 1,1,Task 1.2 ,1.1,H1,MH_C1_L1_T2_11_01,Dialogue,1,M, How’s it going with your presentation for tomorrow? ,,,,,,,
Visang,Hong,Common English 1,1,Task 1.2 ,1.1,H1,MH_C1_L1_T2_11_01,Dialogue,2,W," I’ve been working on my script, but I’m stuck. It’s incredibly annoying.",,UI,T1,UI,T1,match,
Visang,Hong,Common English 1,1,Task 1.2,1.1,H1,MH_C1_L1_T2_11_01,Dialogue,3,M," I feel the same way. Writing scripts is a lot of work. I’m almost finished, but I feel like it’s too long.",,UI,T1,UI,T1,match,
Visang,Hong,Common English 1,1,Task 1.2,1.1,H1,MH_C1_L1_T2_11_01,Dialogue,4,W, Mind if I take a look?,,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.1,H1,MH_C1_L1_T2_11_01,Dialogue,5,M, Of course not. Here it is.,,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.1,H1,MH_C1_L1_T2_11_01,Dialogue,6,W, It looks good to me. But why don’t you add more images to your slides?,,UI,T4,UI,T4,match,
Visang,Hong,Common English 1,1,Task 1.2,1.1,H1,MH_C1_L1_T2_11_01,Dialogue,7,M, Good suggestion! Thanks. Do you need any help?,,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.1,H1,MH_C1_L1_T2_11_01,Dialogue,8,W, Would you review my script when I’m done?,,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.1,H1,MH_C1_L1_T2_11_01,Dialogue,9,M, I’d be happy to.,,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.2,H1,MH_C1_L1_T2_12_01,Dialogue,1,W," Oh, we’ve been sitting here in the library all day. My body needs a break.",,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.2,H1,MH_C1_L1_T2_12_01,Dialogue,2,M, I feel the same way. I didn’t realize we’ve been studying for so long.,,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.2,H1,MH_C1_L1_T2_12_01,Dialogue,3,W, I’m going to take a break and do some stretches.,,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.2,H1,MH_C1_L1_T2_12_01,Dialogue,4,M," That’s a great idea! I’ll join you, but I don’t know what to do.",,UI,T1,UI,T1,match,
Visang,Hong,Common English 1,1,Task 1.2,1.2,H1,MH_C1_L1_T2_12_01,Dialogue,5,W, Stand up and just follow me. Start by reaching your arms over your head and stretching towards the sky.,,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.2,H1,MH_C1_L1_T2_12_01,Dialogue,6,M," Ah, that feels good!",,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.2,H1,MH_C1_L1_T2_12_01,Dialogue,7,W," Now, touch your toes like this. It helps relieve tension in your lower back.",,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.2,H1,MH_C1_L1_T2_12_01,Dialogue,8,M, Good! Sitting for a long time always makes my lower back ache.,,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.2,H1,MH_C1_L1_T2_12_01,Dialogue,9,W," Next, let’s do some neck stretches. Slowly turn your head to the left, and then to the right.",,,,,,,
Visang,Hong,Common English 1,1,Task 1.2,1.2,H1,MH_C1_L1_T2_12_01,Dialogue,10,M, I feel much better now. Thanks!,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 1,H1,MH_C1_L1_RV_C1_01,Dialogue,1,M," Hey, have you signed up for any clubs? ",,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 1,H1,MH_C1_L1_RV_C1_01,Dialogue,2,W," No, I haven’t signed up for anything yet.",,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 1,H1,MH_C1_L1_RV_C1_01,Dialogue,3,M, Really? I thought you were looking forward to joining a club.,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 1,H1,MH_C1_L1_RV_C1_01,Dialogue,4,W," I was, but none of the clubs caught my eye. In fact, I’m thinking of starting my own club.",,UI,T1,UI,T1,match,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 1,H1,MH_C1_L1_RV_C1_01,Dialogue,5,M, What do you have in mind?,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 1,H1,MH_C1_L1_RV_C1_01,Dialogue,6,W, I want to start a marine biology club since that’s what I want to study in college.,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 1,H1,MH_C1_L1_RV_C1_01,Dialogue,7,M, That sounds like a great way to meet people who share your interests.,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 1,H1,MH_C1_L1_RV_C1_01,Dialogue,8,W, Right. I’d like to organize regular trips to the sea with club members to learn about the marine life there.,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 1,H1,MH_C1_L1_RV_C1_01,Dialogue,9,M," I was thinking of joining the hiking club, but I will sign up for yours instead!",,UI,T1,UI,T1,match,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 2,H1,MH_C1_L1_RV_C2_01,Dialogue,1,W, I can’t believe they put chicken back on the menu. I’m getting tired of chicken. ,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 2,H1,MH_C1_L1_RV_C2_01,Dialogue,2,M, I feel the same way. I don’t think many students want to eat chicken every other day.,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 2,H1,MH_C1_L1_RV_C2_01,Dialogue,3,W, Is there any way we can tell the school what we want?,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 2,H1,MH_C1_L1_RV_C2_01,Dialogue,4,M, Yes. We can vote for food we want on the school website. ,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 2,H1,MH_C1_L1_RV_C2_01,Dialogue,5,W," Oh, let me check... You’re right. There’s a link and a QR code. ",,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 2,H1,MH_C1_L1_RV_C2_01,Dialogue,6,M, Yeah. They allow you to vote on the food choices on next month’s menu. ,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 2,H1,MH_C1_L1_RV_C2_01,Dialogue,7,W, Great. I’m definitely going to vote myself. Can we share the QR code with our friends?,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 2,H1,MH_C1_L1_RV_C2_01,Dialogue,8,M," Yes, we can. We can access the voting page through the code. ",,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 2,H1,MH_C1_L1_RV_C2_01,Dialogue,9,W, Cool. Our friends will love to participate in the voting. I’m going to share it on my social media right away. ,,,,,,,
Visang,Hong,Common English 1,1,Review,Check Your Understanding 2,H1,MH_C1_L1_RV_C2_01,Dialogue,10,M, I’ll do that too. I hope next month we’ll have more options than chicken. ,,,,,,,
Visang,Hong,Common English 1,2,Task 1.1 ,1.1,H1,MH_C1_L2_T1_11_01,Dialogue,1,M, What kind of sandwich is that? It looks interesting!,,,,,,,
Visang,Hong,Common English 1,2,Task 1.1 ,1.1,H1,MH_C1_L2_T1_11_01,Dialogue,2,W, It’s a Vietnamese sandwich. It’s called banh mi.,,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.1,H1,MH_C1_L2_T1_11_01,Dialogue,3,M, A Vietnamese sandwich? But it looks like French bread!,,UI,T1,UI,I1,mismatch,I1
Visang,Hong,Common English 1,2,Task 1.1,1.1,H1,MH_C1_L2_T1_11_01,Dialogue,4,W, It is. It’s a French bread filled with tasty Vietnamese ingredients.,,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.1,H1,MH_C1_L2_T1_11_01,Dialogue,5,M," Hmm, so it’s a kind of fusion, right?",,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.1,H1,MH_C1_L2_T1_11_01,Dialogue,6,W," Yes, you could say that. Do you want to try it? ",,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.1,H1,MH_C1_L2_T1_11_01,Dialogue,7,M," Thanks, but I am not very adventurous with food. I prefer my ham and cheese sandwich. ",,UI,I1,UI,I1,match,
Visang,Hong,Common English 1,2,Task 1.1,1.1,H1,MH_C1_L2_T1_11_01,Dialogue,8,W, Suit yourself. Enjoy your sandwich!,,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.2,H1,MH_C1_L2_T1_12_01,Dialogue,1,M, Good evening! Have you decided what you would like to order?,,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.2,H1,MH_C1_L2_T1_12_01,Dialogue,2,W, Not yet. What do you recommend?,,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.2,H1,MH_C1_L2_T1_12_01,Dialogue,3,M, Our most popular dish is the Spaghetti Alfredo.,,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.2,H1,MH_C1_L2_T1_12_01,Dialogue,4,W," Oh, what’s that?",,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.2,H1,MH_C1_L2_T1_12_01,Dialogue,5,M, It’s spaghetti noodles cooked in a rich creamy sauce called Alfredo sauce.,,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.2,H1,MH_C1_L2_T1_12_01,Dialogue,6,W," That sounds good, but I’m not a big fan of creamy sauces. I prefer something lighter.",,UI,T1,UI,I1,mismatch,I1
Visang,Hong,Common English 1,2,Task 1.1,1.2,H1,MH_C1_L2_T1_12_01,Dialogue,7,M," In that case, may I suggest Gazpacho? Have you ever tried it?",,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.2,H1,MH_C1_L2_T1_12_01,Dialogue,8,W," No, I don’t think so. What is it?",,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.2,H1,MH_C1_L2_T1_12_01,Dialogue,9,M, It’s a popular Spanish dish. It’s a cold tomato soup made with bell peppers and onions. It’s very light and flavorful.,,,,,,,
Visang,Hong,Common English 1,2,Task 1.1,1.2,H1,MH_C1_L2_T1_12_01,Dialogue,10,W, That sounds perfect. I’ll have the Gazpacho. ,,,,,,,
Visang,Hong,Common English 1,2,Task 1.2 ,1.1,H1,MH_C1_L2_T2_11_01,Dialogue,1,M, Food delivery is really popular these days. ,,,,,,,
Visang,Hong,Common English 1,2,Task 1.2 ,1.1,H1,MH_C1_L2_T2_11_01,Dialogue,2,W, I know. Everyone seems to be ordering in.,,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.1,H1,MH_C1_L2_T2_11_01,Dialogue,3,M," Well, not everyone. I’ve never tried food delivery.",,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.1,H1,MH_C1_L2_T2_11_01,Dialogue,4,W, Are you serious? Life is so much easier with food delivery. Why don’t you give it a try?,,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.1,H1,MH_C1_L2_T2_11_01,Dialogue,5,M, I’m hesitant because I’m not sure about the quality of delivered food.,,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.1,H1,MH_C1_L2_T2_11_01,Dialogue,6,W," Oh, you don’t have to worry! Many restaurants take extra care to ensure that the food is prepared and packaged properly for delivery.",,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.1,H1,MH_C1_L2_T2_11_01,Dialogue,7,M, I see. ,,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.1,H1,MH_C1_L2_T2_11_01,Dialogue,8,W, You can also check the customers’ reviews on a delivery app to choose the best restaurants.,,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.1,H1,MH_C1_L2_T2_11_01,Dialogue,9,M," Oh, I see. Maybe I’ll give it a try.",,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.2,H1,MH_C1_L2_T2_12_01,Dialogue,1,W, Dinner is ready! I made a few things for us. ,,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.2,H1,MH_C1_L2_T2_12_01,Dialogue,2,M," Oh, everything looks really good!",,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.2,H1,MH_C1_L2_T2_12_01,Dialogue,3,W," Here, start with the tteokbokki.",,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.2,H1,MH_C1_L2_T2_12_01,Dialogue,4,M, It’s really good. Could you share the recipe with me?,,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.2,H1,MH_C1_L2_T2_12_01,Dialogue,5,W," Well, to be honest, I just used a meal kit.",,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.2,H1,MH_C1_L2_T2_12_01,Dialogue,6,M, Really? I can’t believe it! It tastes like it’s homemade.,,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.2,H1,MH_C1_L2_T2_12_01,Dialogue,7,W," That’s the beauty of meal kits. They taste great, and they are really simple. Here, why don’t you try this pineapple fried rice? It’s also from a meal kit. ",,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.2,H1,MH_C1_L2_T2_12_01,Dialogue,8,M," Wow, this is really tasty too. These meal kits are amazing! Are these rice balls made from a meal kit as well? ",,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.2,H1,MH_C1_L2_T2_12_01,Dialogue,9,W," No, I made them myself. ",,,,,,,
Visang,Hong,Common English 1,2,Task 1.2,1.2,H1,MH_C1_L2_T2_12_01,Dialogue,10,M, Yum. They taste great too! ,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 1,H1,MH_C1_L2_RV_C1_01,Dialogue,1,W, Look at all these different ice cream flavors. They all look really good. ,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 1,H1,MH_C1_L2_RV_C1_01,Dialogue,2,M, Do you know what flavor you want?,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 1,H1,MH_C1_L2_RV_C1_01,Dialogue,3,W," Yes, chocolate peanut butter. I love that combination. What about you?",,,,,,FALSE,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 1,H1,MH_C1_L2_RV_C1_01,Dialogue,4,M, I prefer something I’ve never tried. ,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 1,H1,MH_C1_L2_RV_C1_01,Dialogue,5,W, How about salty coffee flavor? ,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 1,H1,MH_C1_L2_RV_C1_01,Dialogue,6,M," Well, I don’t really like coffee. I’ll go with cookies and cream.",,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 1,H1,MH_C1_L2_RV_C1_01,Dialogue,7,W, That sounds really good too.,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 1,H1,MH_C1_L2_RV_C1_01,Dialogue,8,M, I’ll let you have a taste. ,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 1,H1,MH_C1_L2_RV_C1_01,Dialogue,9,W, Thanks. I’d love to try it.,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 2,H1,MH_C1_L2_RV_C2_01,Dialogue,1,W, Is this your first time trying Korean ramyeon?,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 2,H1,MH_C1_L2_RV_C2_01,Dialogue,2,M, No. I’ve tried it before and really liked it. That’s why I ordered it.,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 2,H1,MH_C1_L2_RV_C2_01,Dialogue,3,W, It looks really good.,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 2,H1,MH_C1_L2_RV_C2_01,Dialogue,4,M, It sure does. But it looks like it may be a bit too spicy for me. I think they put chilies in it.,,UI,T1,UI       ,T1,match,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 2,H1,MH_C1_L2_RV_C2_01,Dialogue,5,W," Oh, you’re right. I can see that there are chilies in it. How is it? Spicy?",,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 2,H1,MH_C1_L2_RV_C2_01,Dialogue,6,M, Oh my gosh! My mouth is on fire. Do you know how to get rid of this burning feeling?,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 2,H1,MH_C1_L2_RV_C2_01,Dialogue,7,W, Why don’t you have some steamed rice? It’ll help get rid of the burning.,,,,,,,
Visang,Hong,Common English 1,2,Review,Check Your Understanding 2,H1,MH_C1_L2_RV_C2_01,Dialogue,8,M, Thanks. I hope it works. ,,,,,,,
Visang,Hong,Common English 1,3,Task 1.1 ,1.1,H1,MH_C1_L3_T1_11_01,Dialogue,1,W, Did you know that May 10 is a special day in Korea? It’s Sea Forest Day.,,,,,,,
Visang,Hong,Common English 1,3,Task 1.1 ,1.1,H1,MH_C1_L3_T1_11_01,Dialogue,2,M, Sea Forest Day? Do people plant trees in the ocean on that day?,,,,,,,
Visang,Hong,Common English 1,3,Task 1.1,1.1,H1,MH_C1_L3_T1_11_01,Dialogue,3,W," Not exactly. The idea is, as the sea is home to billions of creatures, you should take as much care of the sea forest as the land forest.",,,,,,,
Visang,Hong,Common English 1,3,Task 1.1,1.1,H1,MH_C1_L3_T1_11_01,Dialogue,4,M, That makes sense. I like the idea of having a special day for promoting ocean conservation. Is it recognized internationally?,,,,,,,
Visang,Hong,Common English 1,3,Task 1.1,1.1,H1,MH_C1_L3_T1_11_01,Dialogue,5,W," Not yet, but I’m sure other countries will follow suit. There’s a seed ball throwing event next week I’m going to. ",,UI,T1,UI,T1,match,
Visang,Hong,Common English 1,3,Task 1.1,1.1,H1,MH_C1_L3_T1_11_01,Dialogue,6,M, A seed ball?,,,,,,,
Visang,Hong,Common English 1,3,Task 1.1,1.1,H1,MH_C1_L3_T1_11_01,Dialogue,7,W," Yeah. New seaweed will grow from it, starting a new seaweed forest. Do you want to join me? ",,,,,,,
Visang,Hong,Common English 1,3,Task 1.1,1.1,H1,MH_C1_L3_T1_11_01,Dialogue,8,M, Absolutely. Count me in.,,,,,,,
Visang,Hong,Common English 1,3,Task 1.1,1.2,H1,MH_C1_L3_T1_12_01,Dialogue,1,M," Mom, I’m getting hungry. We’ve been walking for over an hour. Why don’t we take a break and eat something? ",,,,,,,
Visang,Hong,Common English 1,3,Task 1.1,1.2,H1,MH_C1_L3_T1_12_01,Dialogue,2,W, All right. I have some cookies and bananas in my backpack. ,,,,,,,
Visang,Hong,Common English 1,3,Task 1.1,1.2,H1,MH_C1_L3_T1_12_01,Dialogue,3,M, Thanks for carrying all that.,,,,,,,
Visang,Hong,Common English 1,3,Task 1.1,1.2,H1,MH_C1_L3_T1_12_01,Dialogue,4,W, No problem. Make sure not to leave any waste on the ground.,,,,,,,
Visang,Hong,Common English 1,3,Task 1.1,1.2,H1,MH_C1_L3_T1_12_01,Dialogue,5,M," How about the banana peel? It’ll break down, won’t it?",,,,,,,
Visang,Hong,Common English 1,3,Task 1.1,1.2,H1,MH_C1_L3_T1_12_01,Dialogue,6,W," Yeah, but it’s not good for the forest or the animals. You should not leave anything behind. ",,UI,I1,UI,I1,match,
Visang,Hong,Common English 1,3,Task 1.1,1.2,H1,MH_C1_L3_T1_12_01,Dialogue,7,M, Sure. I’ll put all the waste in this plastic bag.,,,,,,,
Visang,Hong,Common English 1,3,Task 1.1,1.2,H1,MH_C1_L3_T1_12_01,Dialogue,8,W," Okay. I brought the food, so you’ve got to carry the waste! ",,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.1,H1,MH_C1_L3_T2_11_01,Dialogue,1,W, It’s amazing how smart cats are.,,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.1,H1,MH_C1_L3_T2_11_01,Dialogue,2,M, Do you mean that they can solve problems like humans?,,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.1,H1,MH_C1_L3_T2_11_01,Dialogue,3,W, No. What I’m saying is that cats can communicate with humans using different meows. ,,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.1,H1,MH_C1_L3_T2_11_01,Dialogue,4,M, What do you mean by different meows? ,,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.1,H1,MH_C1_L3_T2_11_01,Dialogue,5,W, They meow differently depending on who they’re communicating with.,,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.1,H1,MH_C1_L3_T2_11_01,Dialogue,6,M," Wow, that is amazing! It’s like humans speaking different languages depending on who they’re talking to.",,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.1,H1,MH_C1_L3_T2_11_01,Dialogue,7,W, Exactly. Cats seem to know that sound is the medium of communication with humans.,,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.1,H1,MH_C1_L3_T2_11_01,Dialogue,8,M, Do wild cats know that?,,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.1,H1,MH_C1_L3_T2_11_01,Dialogue,9,W," Probably not. I read that they rarely meow, unlike house cats. ",,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.1,H1,MH_C1_L3_T2_11_01,Dialogue,10,M, They’ve really evolved. ,,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.2,H1,MH_C1_L3_T2_12_01,Dialogue,1,M, What do you like to do in your free time?,,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.2,H1,MH_C1_L3_T2_12_01,Dialogue,2,W," Well, I really enjoy swimming, especially in the ocean.",,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.2,H1,MH_C1_L3_T2_12_01,Dialogue,3,M," Really? Me, too. I love swimming in saltwater.",,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.2,H1,MH_C1_L3_T2_12_01,Dialogue,4,W, Cool! I guess we’re both really lucky to live near the ocean.,,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.2,H1,MH_C1_L3_T2_12_01,Dialogue,5,M," Yes, we are. But you need to be careful when you swim in the ocean around here. People have spotted sharks recently.",,UI,T1,UI,T1,match,
Visang,Hong,Common English 1,3,Task 1.2,1.2,H1,MH_C1_L3_T2_12_01,Dialogue,6,W," Oh, thanks for letting me know. I haven’t heard about that.",,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.2,H1,MH_C1_L3_T2_12_01,Dialogue,7,M, I just read a news article about it. It said that sharks have a very strong sense of smell.,,,,,,,
Visang,Hong,Common English 1,3,Task 1.2,1.2,H1,MH_C1_L3_T2_12_01,Dialogue,8,W," So, what you mean is that… I should take a shower before swimming in the ocean?",,,,,,,
